1545,C,AquaMoon and Permutations,"['2-sat', 'brute force', 'combinatorics', 'constructive algorithms', 'graph matchings', 'graphs']",2800
1545,B,AquaMoon and Chess,"['combinatorics', 'math']",1900
1545,A,AquaMoon and Strange Sort,['sortings'],1500
1543,E,The Final Pursuit,"['bitmasks', 'constructive algorithms', 'divide and conquer', 'graphs', 'greedy', 'math']",2700
1543,D2,RPD and Rap Sheet (Hard Version),"['brute force', 'constructive algorithms', 'interactive', 'math']",2200
1543,D1,RPD and Rap Sheet (Easy Version),"['bitmasks', 'constructive algorithms', 'interactive', 'math']",1700
1543,C,Need for Pink Slips,"['bitmasks', 'brute force', 'dfs and similar', 'implementation', 'math', 'probabilities']",1900
1543,B,Customising the Track,"['combinatorics', 'greedy', 'math']",900
1543,A,Exciting Bets,"['greedy', 'math', 'number theory']",900
1542,E2,Abnormal Permutation Pairs (hard version),"['combinatorics', 'dp', 'fft', 'math']",2700
1542,E1,Abnormal Permutation Pairs (easy version),"['combinatorics', 'dp', 'fft', 'math']",2400
1542,D,Priority Queue,"['combinatorics', 'dp', 'implementation', 'math', 'ternary search']",2200
1542,C,Strange Function,"['math', 'number theory']",1600
1542,B,Plus and Multiply,"['constructive algorithms', 'math', 'number theory']",1500
1542,A,Odd Set,['math'],800
1541,B,Pleasant Pairs,"['brute force', 'implementation', 'math', 'number theory']",1200
1541,A,Pretty Permutations,"['constructive algorithms', 'greedy', 'implementation']",800
1540,E,Tasty Dishes,"['math', 'matrices']",3500
1540,D,Inverse Inversions,"['binary search', 'brute force', 'data structures']",3200
1540,C2,Converging Array (Hard Version),"['dp', 'math']",2900
1540,C1,Converging Array (Easy Version),"['dp', 'math']",2700
1540,B,Tree Array,"['brute force', 'combinatorics', 'dp', 'graphs', 'math', 'probabilities', 'trees']",2300
1540,A,Great Graphs,"['constructive algorithms', 'graphs', 'greedy', 'shortest paths', 'sortings']",1400
1539,F,Strange Array,"['data structures', 'greedy', 'sortings']",2600
1539,E,Game with Cards,"['binary search', 'constructive algorithms', 'data structures', 'dp', 'greedy', 'implementation']",2500
1539,D,PriceFixed,"['binary search', 'greedy', 'implementation', 'sortings', 'two pointers']",1600
1539,C,Stable Groups,"['greedy', 'sortings']",1200
1539,B,Love Song,"['dp', 'implementation', 'strings']",800
1539,A,Contest Start,"['combinatorics', 'geometry', 'greedy', 'math']",1000
1538,G,Gift Set,"['binary search', 'greedy', 'math', 'ternary search']",2100
1538,F,Interesting Function,"['binary search', 'dp', 'math', 'number theory']",1500
1538,E,Funny Substrings,"['data structures', 'hashing', 'implementation', 'matrices', 'strings']",2100
1538,D,Another Problem About Dividing Numbers,"['constructive algorithms', 'math', 'number theory']",1700
1538,C,Number of Pairs,"['binary search', 'data structures', 'math', 'two pointers']",1300
1538,B,Friends and Candies,"['greedy', 'math']",800
1538,A,Stone Game,"['brute force', 'dp', 'greedy']",800
1537,F,Figure Fixing,"['constructive algorithms', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'math']",2200
1537,E2,Erase and Extend (Hard Version),"['binary search', 'data structures', 'greedy', 'hashing', 'string suffix structures', 'strings', 'two pointers']",2200
1537,E1,Erase and Extend (Easy Version),"['binary search', 'brute force', 'dp', 'greedy', 'hashing', 'implementation', 'string suffix structures', 'strings', 'two pointers']",1600
1537,D,Deleting Divisors,"['games', 'math', 'number theory']",1700
1537,C,Challenging Cliffs,"['constructive algorithms', 'greedy', 'implementation', 'math']",1200
1537,B,Bad Boy,"['constructive algorithms', 'greedy', 'math']",900
1537,A,Arithmetic Array,"['greedy', 'math']",800
1536,F,Omkar and Akmar,"['chinese remainder theorem', 'combinatorics', 'constructive algorithms', 'fft', 'games', 'geometry', 'math', 'meet-in-the-middle', 'string suffix structures']",2600
1536,E,Omkar and Forest,"['combinatorics', 'graphs', 'math', 'shortest paths']",2300
1536,D,Omkar and Medians,"['data structures', 'greedy', 'implementation']",2000
1536,C,Diluc and Kaeya,"['data structures', 'dp', 'hashing', 'number theory']",1500
1536,B,Prinzessin der Verurteilung,"['brute force', 'constructive algorithms', 'strings']",1200
1536,A,Omkar and Bad Story,"['brute force', 'constructive algorithms']",800
1535,F,String Distance,"['binary search', 'brute force', 'data structures', 'hashing', 'implementation', 'strings']",3000
1535,E,Gold Transfer,"['binary search', 'data structures', 'dp', 'greedy', 'interactive', 'trees']",2200
1535,D,Playoff Tournament,"['data structures', 'dfs and similar', 'dp', 'implementation', 'trees']",1800
1535,C,Unstable String,"['binary search', 'dp', 'greedy', 'implementation', 'strings', 'two pointers']",1400
1535,B,Array Reodering,"['brute force', 'greedy', 'math', 'number theory', 'sortings']",900
1535,A,Fair Playoff,"['brute force', 'implementation']",800
1534,H,Lost Nodes,"['constructive algorithms', 'dp', 'graphs', 'interactive', 'sortings', 'trees']",3500
1534,G,A New Beginning,"['data structures', 'dp', 'geometry', 'sortings']",3300
1534,F2,Falling Sand (Hard Version),"['dfs and similar', 'dp', 'graphs', 'greedy']",3000
1534,F1,Falling Sand (Easy Version),"['dfs and similar', 'graphs', 'greedy']",2500
1534,E,Lost Array,"['graphs', 'greedy', 'interactive', 'shortest paths']",2300
1534,D,Lost Tree,"['constructive algorithms', 'interactive', 'trees']",1800
1534,C,Little Alawn's Puzzle,"['combinatorics', 'dp', 'dsu', 'graphs', 'math']",1300
1534,B,Histogram Ugliness,"['greedy', 'implementation', 'math']",1100
1534,A,Colour the Flag,"['brute force', 'implementation']",800
1530,H,Turing's Award,"['data structures', 'dp']",3400
1530,G,What a Reversal,['constructive algorithms'],3300
1530,F,Bingo,"['bitmasks', 'combinatorics', 'dp', 'math', 'probabilities']",2600
1530,E,Minimax,"['constructive algorithms', 'greedy', 'strings']",2100
1530,D,Secret Santa,"['constructive algorithms', 'flows', 'graphs', 'greedy', 'math']",1600
1530,C,Pursuit,"['binary search', 'brute force', 'greedy', 'sortings']",1200
1530,B,Putting Plates,"['constructive algorithms', 'implementation']",800
1530,A,Binary Decimal,"['greedy', 'math']",800
1529,B,Sifid and Strange Subsequences,"['greedy', 'math', 'sortings']",1100
1529,A,Eshag Loves Big Arrays,"['constructive algorithms', 'greedy', 'math']",800
1528,F,AmShZ Farm,"['combinatorics', 'fft', 'math']",3300
1528,E,Mashtali and Hagh Trees,"['combinatorics', 'dp', 'trees']",2900
1528,D,"It's a bird! No, it's a plane! No, it's AaParsa!","['constructive algorithms', 'graphs', 'shortest paths']",2500
1528,C,Trees of Tranquillity,"['data structures', 'dfs and similar', 'greedy', 'trees']",2300
1528,B,Kavi on Pairing Duty,"['combinatorics', 'dp', 'math']",1700
1528,A,Parsa's Humongous Tree,"['dfs and similar', 'divide and conquer', 'dp', 'greedy', 'trees']",1600
1527,E,Partition Game,"['binary search', 'data structures', 'divide and conquer', 'dp']",2500
1527,D,MEX Tree,"['combinatorics', 'dfs and similar', 'implementation', 'math', 'trees']",2400
1527,C,Sequence Pair Weight,"['hashing', 'implementation', 'math']",1600
1527,B2,Palindrome Game (hard version),"['constructive algorithms', 'games']",1900
1527,B1,Palindrome Game (easy version),"['constructive algorithms', 'games']",1200
1527,A,And Then There Were K,['bitmasks'],800
1526,F,Median Queries,"['constructive algorithms', 'interactive', 'probabilities']",3000
1526,E,Oolimry and Suffix Array,"['combinatorics', 'constructive algorithms', 'math']",2400
1526,D,Kill Anton,"['brute force', 'constructive algorithms', 'data structures', 'math', 'strings']",2200
1526,C2,Potions (Hard Version),"['data structures', 'greedy']",1600
1526,C1,Potions (Easy Version),"['brute force', 'data structures', 'dp', 'greedy']",1500
1526,B,I Hate 1111,"['dp', 'math', 'number theory']",1400
1526,A,Mean Inequality,"['constructive algorithms', 'sortings']",800
1525,F,Goblins And Gnomes,"['brute force', 'dp', 'flows', 'graph matchings']",2800
1525,E,Assimilation IV,"['combinatorics', 'dp', 'math', 'probabilities', 'two pointers']",2100
1525,D,Armchairs,"['dp', 'flows', 'graph matchings', 'greedy']",1800
1525,C,Robot Collisions,"['data structures', 'greedy', 'implementation', 'sortings']",2000
1525,B,Permutation Sort,"['constructive algorithms', 'greedy']",900
1525,A,Potion-making,"['math', 'number theory']",800
1523,H,Hopping Around the Array ,"['data structures', 'dp']",3500
1523,G,Try Booking,"['data structures', 'divide and conquer']",3200
1523,F,Favorite Game,"['bitmasks', 'dp']",3300
1523,E,Crypto Lights,"['combinatorics', 'dp', 'math', 'probabilities']",2600
1523,D,Love-Hate,"['bitmasks', 'brute force', 'dp', 'probabilities']",2400
1523,C,Compression and Expansion,"['brute force', 'data structures', 'greedy', 'implementation', 'trees']",1600
1523,B,Lord of the Values,['constructive algorithms'],1100
1523,A,Game of Life,['implementation'],800
1521,E,Nastia and a Beautiful Matrix,"['binary search', 'constructive algorithms', 'dp', 'greedy']",2700
1521,D,Nastia Plays with a Tree,"['constructive algorithms', 'data structures', 'dfs and similar', 'dp', 'dsu', 'greedy', 'implementation', 'trees']",2500
1521,C,Nastia and a Hidden Permutation,"['constructive algorithms', 'interactive']",2000
1521,B,Nastia and a Good Array,"['constructive algorithms', 'math', 'number theory']",1300
1521,A,Nastia and Nearly Good Numbers,"['constructive algorithms', 'math', 'number theory']",1000
1520,G,To Go Or Not To Go?,"['brute force', 'dfs and similar', 'graphs', 'greedy', 'implementation', 'shortest paths']",2200
1520,F2,Guess the K-th Zero (Hard version),"['binary search', 'constructive algorithms', 'data structures', 'interactive']",2200
1520,F1,Guess the K-th Zero (Easy version),"['binary search', 'interactive']",1600
1520,E,Arranging The Sheep,"['greedy', 'math']",1400
1520,D,Same Differences,"['data structures', 'hashing', 'math']",1200
1520,C,Not Adjacent Matrix,['constructive algorithms'],1000
1520,B,Ordinary Numbers,"['brute force', 'math', 'number theory']",800
1520,A,Do Not Be Distracted!,"['brute force', 'implementation']",800
1519,F,Chests and Keys,"['bitmasks', 'brute force', 'dfs and similar', 'dp', 'flows']",3200
1519,E,Off by One,"['constructive algorithms', 'dfs and similar', 'geometry', 'graphs', 'sortings', 'trees']",2700
1519,D,Maximum Sum of Products,"['brute force', 'dp', 'implementation', 'math', 'two pointers']",1600
1519,C,Berland Regional,"['brute force', 'data structures', 'greedy', 'number theory', 'sortings']",1400
1519,B,The Cake Is a Lie,"['dp', 'math']",800
1519,A,Red and Blue Beans,['math'],800
1517,H,Fly Around the World,"['dp', 'geometry']",3500
1517,G,Starry Night Camping,"['constructive algorithms', 'flows', 'graphs']",3300
1517,F,Reunion,"['combinatorics', 'dp', 'trees']",3200
1517,E,Group Photo,"['binary search', 'data structures', 'implementation', 'two pointers']",2500
1517,D,Explorer Space,"['dp', 'graphs', 'shortest paths']",1800
1517,C,Fillomino 2,"['constructive algorithms', 'dfs and similar', 'greedy', 'implementation']",1400
1517,B,Morning Jogging,"['constructive algorithms', 'greedy', 'sortings']",1200
1517,A,Sum of 2050,"['greedy', 'math']",800
1516,E,Baby Ehab Plays with Permutations,"['combinatorics', 'dp', 'math']",2500
1516,D,Cut,"['binary search', 'data structures', 'dp', 'graphs', 'number theory', 'two pointers']",2100
1516,C,Baby Ehab Partitions Again,"['bitmasks', 'constructive algorithms', 'dp', 'math']",1700
1516,B,AGAGA XOOORRR,"['bitmasks', 'brute force', 'dp', 'greedy']",1500
1516,A,Tit for Tat,['greedy'],800
1515,I,Phoenix and Diamonds,"['binary search', 'data structures', 'sortings']",3400
1515,H,Phoenix and Bits,"['bitmasks', 'brute force', 'data structures', 'sortings']",3500
1515,G,Phoenix and Odometers,"['dfs and similar', 'graphs', 'math', 'number theory']",2700
1515,F,Phoenix and Earthquake,"['constructive algorithms', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'trees']",2600
1515,E,Phoenix and Computers,"['combinatorics', 'dp', 'math']",2200
1515,D,Phoenix and Socks,"['greedy', 'sortings', 'two pointers']",1500
1515,C,Phoenix and Towers,"['constructive algorithms', 'data structures', 'greedy']",1400
1515,B,Phoenix and Puzzle,"['brute force', 'geometry', 'math', 'number theory']",1000
1515,A,Phoenix and Gold,"['constructive algorithms', 'greedy', 'math']",800
1514,E,Baby Ehab's Hyper Apartment,"['binary search', 'graphs', 'interactive', 'sortings', 'two pointers']",2700
1514,D,Cut and Stick,"['binary search', 'data structures', 'greedy', 'implementation', 'sortings']",2000
1514,C,Product 1 Modulo N,"['greedy', 'number theory']",1600
1514,B,"AND 0, Sum Big","['bitmasks', 'combinatorics', 'math']",1200
1514,A,Perfectly Imperfect Array,"['math', 'number theory']",800
1513,F,Swapping Problem,"['brute force', 'constructive algorithms', 'data structures', 'sortings']",2500
1513,E,Cost Equilibrium,"['combinatorics', 'constructive algorithms', 'math', 'sortings']",2300
1513,D,GCD and MST,"['constructive algorithms', 'dsu', 'graphs', 'greedy', 'number theory', 'sortings']",2000
1513,C,Add One,"['dp', 'matrices']",1600
1513,B,AND Sequences,"['bitmasks', 'combinatorics', 'constructive algorithms', 'math']",1400
1513,A,Array and Peaks,"['constructive algorithms', 'implementation']",800
1512,G,Short Task,"['brute force', 'dp', 'math', 'number theory']",1700
1512,F,Education,"['brute force', 'dp', 'greedy', 'implementation']",1900
1512,E,Permutation by Sum,"['brute force', 'greedy', 'math']",1600
1512,D,Corrupted Array,"['constructive algorithms', 'data structures', 'greedy']",1200
1512,C,A-B Palindrome,"['constructive algorithms', 'implementation', 'strings']",1200
1512,B,Almost Rectangle,['implementation'],800
1512,A,Spy Detected!,"['brute force', 'implementation']",800
1511,G,Chips on a Board,"['bitmasks', 'brute force', 'data structures', 'dp', 'games', 'two pointers']",2700
1511,F,Chainword,"['brute force', 'data structures', 'dp', 'matrices', 'string suffix structures', 'strings']",2700
1511,E,Colorings and Dominoes,"['combinatorics', 'dp', 'greedy', 'math']",2100
1511,D,Min Cost String,"['brute force', 'constructive algorithms', 'graphs', 'greedy', 'strings']",1600
1511,C,Yet Another Card Deck,"['brute force', 'data structures', 'implementation', 'trees']",1100
1511,B,GCD Length,"['constructive algorithms', 'math', 'number theory']",1100
1511,A,Review Site,['greedy'],800
1510,K,King's Task,"['brute force', 'graphs', 'implementation']",1200
1510,J,Japanese Game,"['constructive algorithms', 'math']",2700
1510,I,Is It Rated?,"['greedy', 'interactive', 'math', 'probabilities']",2700
1510,H,Hard Optimization,['dp'],3200
1510,G,Guide,[],2100
1510,F,Fiber Shape,[],2800
1510,E,Equilibrium Point /\textbackslash/\textbackslash,[],2700
1510,D,Digits,"['dp', 'math', 'number theory']",2100
1510,C,Cactus Not Enough,"['dfs and similar', 'graph matchings', 'graphs']",2900
1510,B,Button Lock,"['flows', 'graph matchings', 'graphs']",2600
1510,A,ASCII Automata Art,[],3100
1509,C,The Sports Festival,"['dp', 'greedy']",1800
1509,B,TMT Document,['greedy'],1100
1509,A,Average Height,['constructive algorithms'],800
1508,F,Optimal Encoding,"['brute force', 'data structures']",3500
1508,E,Tree Calendar,"['brute force', 'constructive algorithms', 'data structures', 'dfs and similar', 'sortings', 'trees']",3100
1508,D,Swap Pass,"['constructive algorithms', 'geometry', 'sortings']",3000
1508,C,Complete the MST,"['bitmasks', 'brute force', 'data structures', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'trees']",2500
1508,B,Almost Sorted,"['binary search', 'combinatorics', 'constructive algorithms', 'implementation']",1800
1508,A,Binary Literature,"['constructive algorithms', 'greedy', 'implementation', 'strings', 'two pointers']",1900
1506,G,Maximize the Remaining String,"['brute force', 'data structures', 'dp', 'greedy', 'strings']",2000
1506,F,Triangular Paths,"['constructive algorithms', 'graphs', 'math', 'shortest paths', 'sortings']",2000
1506,E,Restoring the Permutation,"['constructive algorithms', 'implementation']",1500
1506,D,Epic Transformation,"['constructive algorithms', 'data structures', 'greedy']",1400
1506,C,Double-ended Strings,"['brute force', 'implementation', 'strings']",1000
1506,B,Partial Replacement,"['greedy', 'implementation']",1100
1506,A,Strange Table,['math'],800
1505,I,"Mysterious language again, seriously?",['*special'],2200
1505,H,L BREAK into program,['*special'],2500
1505,G,Encoded message,"['*special', 'implementation']",2600
1505,F,Math,"['*special', 'math']",2200
1505,E,Cakewalk,"['*special', 'greedy', 'implementation', 'shortest paths']",1800
1505,D,Xenolith? Hippodrome?,"['*special', 'number theory']",1800
1505,C,Fibonacci Words,"['*special', 'implementation']",1400
1505,B,DMCA,"['*special', 'implementation', 'number theory']",1600
1505,A,Is it rated - 2,"['*special', 'implementation', 'interactive']",900
1504,B,Flip the Bits,"['constructive algorithms', 'greedy', 'implementation', 'math']",1200
1504,A, Déjà Vu,"['constructive algorithms', 'strings']",800
1503,F,Balance the Cards,"['constructive algorithms', 'data structures', 'divide and conquer', 'geometry', 'graphs', 'implementation']",3500
1503,E,2-Coloring,"['combinatorics', 'dp', 'math']",3100
1503,D,Flip the Cards,"['2-sat', 'constructive algorithms', 'data structures', 'greedy', 'sortings', 'two pointers']",2600
1503,C,Travelling Salesman Problem,"['binary search', 'data structures', 'dp', 'greedy', 'shortest paths', 'sortings', 'two pointers']",2200
1503,B,3-Coloring,"['constructive algorithms', 'games', 'interactive']",1700
1503,A,Balance the Bits,"['constructive algorithms', 'greedy']",1600
1501,B,Napoleon Cake,"['dp', 'implementation', 'sortings']",900
1501,A,Alexey and Train,['implementation'],800
1500,F,Cupboards Jumps,['dp'],3500
1500,E,Subset Trick,"['binary search', 'data structures']",3300
1500,D,Tiles for Bathroom,"['data structures', 'sortings', 'two pointers']",2900
1500,C,Matrix Sorting,"['bitmasks', 'brute force', 'constructive algorithms', 'greedy', 'two pointers']",2600
1500,B,Two chandeliers,"['binary search', 'brute force', 'chinese remainder theorem', 'math', 'number theory']",2200
1500,A,Going Home,"['brute force', 'hashing', 'implementation', 'math']",1800
1499,G,Graph Coloring,"['data structures', 'graphs', 'interactive']",3100
1499,F,Diameter Cuts,"['combinatorics', 'dfs and similar', 'dp', 'trees']",2400
1499,E,Chaotic Merge,"['combinatorics', 'dp', 'math', 'strings']",2400
1499,D,The Number of Pairs,"['dp', 'math', 'number theory']",2100
1499,C,Minimum Grid Path,"['brute force', 'data structures', 'greedy', 'math']",1500
1499,B,Binary Removals,"['brute force', 'dp', 'greedy', 'implementation']",1000
1499,A,Domino on Windowsill,"['combinatorics', 'constructive algorithms', 'math']",800
1498,F,Christmas Game,"['bitmasks', 'data structures', 'dfs and similar', 'dp', 'games', 'math', 'trees']",2500
1498,E,Two Houses,"['brute force', 'graphs', 'greedy', 'interactive', 'sortings']",2200
1498,D,Bananas in a Microwave,"['dfs and similar', 'dp', 'graphs', 'implementation']",2200
1498,C,Planar Reflections,"['brute force', 'data structures', 'dp']",1600
1498,B,Box Fitting,"['binary search', 'bitmasks', 'data structures', 'greedy']",1300
1498,A,GCD Sum,"['brute force', 'math']",800
1497,E2,Square-free division (hard version),"['data structures', 'dp', 'greedy', 'math', 'number theory', 'two pointers']",2500
1497,E1,Square-free division (easy version),"['data structures', 'dp', 'greedy', 'math', 'number theory', 'two pointers']",1700
1497,D,Genius,"['bitmasks', 'dp', 'graphs', 'number theory']",2500
1497,C2,k-LCM (hard version),"['constructive algorithms', 'math']",1600
1497,C1,k-LCM (easy version),"['constructive algorithms', 'math']",1200
1497,B,M-arrays,"['constructive algorithms', 'greedy', 'math']",1200
1497,A,Meximization,"['brute force', 'data structures', 'greedy', 'sortings']",800
1496,B,Max and Mex,['math'],1100
1496,A,Split it!,"['brute force', 'constructive algorithms', 'greedy', 'strings']",900
1495,F,Squares,"['constructive algorithms', 'data structures', 'dp', 'graphs', 'trees']",3300
1495,E,Qingshan and Daniel,"['brute force', 'data structures', 'greedy', 'implementation']",3200
1495,D,BFS Trees,"['combinatorics', 'dfs and similar', 'graphs', 'math', 'shortest paths', 'trees']",2600
1495,C,Garden of the Sun,"['constructive algorithms', 'graphs']",2300
1495,B,Let's Go Hiking,"['games', 'greedy']",1900
1495,A,Diamond Miner,"['geometry', 'greedy', 'math', 'sortings']",1200
1494,F,Delete The Edges,"['brute force', 'constructive algorithms', 'dfs and similar', 'graphs', 'implementation']",2900
1494,E,A-Z Graph,"['constructive algorithms', 'data structures', 'graphs', 'hashing']",2400
1494,D,Dogeforces,"['constructive algorithms', 'data structures', 'dfs and similar', 'divide and conquer', 'dsu', 'greedy', 'sortings', 'trees']",2300
1494,C,1D Sokoban,"['binary search', 'dp', 'greedy', 'implementation', 'two pointers']",1900
1494,B,Berland Crossword,"['bitmasks', 'brute force', 'greedy', 'implementation']",1400
1494,A,ABC String,"['bitmasks', 'brute force', 'implementation']",900
1493,F,Enchanted Matrix,"['bitmasks', 'interactive', 'number theory']",2600
1493,E,Enormous XOR,"['bitmasks', 'constructive algorithms', 'greedy', 'math', 'strings', 'two pointers']",2600
1493,D,GCD of an Array,"['brute force', 'data structures', 'hashing', 'implementation', 'math', 'number theory', 'sortings', 'two pointers']",2100
1493,C,K-beautiful Strings,"['binary search', 'brute force', 'constructive algorithms', 'greedy', 'strings']",2000
1493,B,Planet Lapituletti,"['brute force', 'implementation']",1300
1493,A,Anti-knapsack,"['constructive algorithms', 'greedy']",800
